gps-svn69-To-Xian - AER reported in the object's default AER frame
------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 11:45:11.000          319.076            -78.059    22670.601500
                  14 Sep 2022 11:45:12.000          319.069            -78.059    22670.277142
                  14 Sep 2022 11:45:13.000          319.061            -78.060    22669.952896
                  14 Sep 2022 11:45:14.000          319.053            -78.060    22669.628762
                  14 Sep 2022 11:45:15.000          319.045            -78.061    22669.304740
                  14 Sep 2022 11:45:16.000          319.037            -78.061    22668.980829
                  14 Sep 2022 11:45:17.000          319.030            -78.062    22668.657031
                  14 Sep 2022 11:45:18.000          319.022            -78.062    22668.333345
                  14 Sep 2022 11:45:19.000          319.014            -78.063    22668.009771
                  14 Sep 2022 11:45:20.000          319.006            -78.063    22667.686308
                  14 Sep 2022 11:45:21.000          318.998            -78.064    22667.362958
                  14 Sep 2022 11:45:22.000          318.990            -78.065    22667.039720
                  14 Sep 2022 11:45:23.000          318.983            -78.065    22666.716594
                  14 Sep 2022 11:45:24.000          318.975            -78.066    22666.393580
                  14 Sep 2022 11:45:25.000          318.967            -78.066    22666.070678
                  14 Sep 2022 11:45:26.000          318.959            -78.067    22665.747888
                  14 Sep 2022 11:45:27.000          318.951            -78.067    22665.425210
                  14 Sep 2022 11:45:28.000          318.943            -78.068    22665.102644
                  14 Sep 2022 11:45:29.000          318.936            -78.068    22664.780190
                  14 Sep 2022 11:45:30.000          318.928            -78.069    22664.457848
                  14 Sep 2022 11:45:31.000          318.920            -78.069    22664.135619
                  14 Sep 2022 11:45:32.000          318.912            -78.070    22663.813502
                  14 Sep 2022 11:45:33.000          318.904            -78.070    22663.491496
                  14 Sep 2022 11:45:34.000          318.896            -78.071    22663.169603
                  14 Sep 2022 11:45:35.000          318.888            -78.071    22662.847823
                  14 Sep 2022 11:45:36.000          318.881            -78.072    22662.526154
                  14 Sep 2022 11:45:37.000          318.873            -78.072    22662.204597
                  14 Sep 2022 11:45:38.000          318.865            -78.073    22661.883153
                  14 Sep 2022 11:45:39.000          318.857            -78.073    22661.561821
                  14 Sep 2022 11:45:40.000          318.849            -78.074    22661.240602
                  14 Sep 2022 11:45:41.000          318.841            -78.074    22660.919494
                  14 Sep 2022 11:45:42.000          318.834            -78.075    22660.598499
                  14 Sep 2022 11:45:43.000          318.826            -78.075    22660.277616
                  14 Sep 2022 11:45:44.000          318.818            -78.076    22659.956845
                  14 Sep 2022 11:45:45.000          318.810            -78.076    22659.636186
                  14 Sep 2022 11:45:46.000          318.802            -78.077    22659.315640
                  14 Sep 2022 11:45:47.000          318.794            -78.077    22658.995207
                  14 Sep 2022 11:45:48.000          318.786            -78.078    22658.674885
                  14 Sep 2022 11:45:49.000          318.779            -78.078    22658.354676
                  14 Sep 2022 11:45:50.000          318.771            -78.079    22658.034579
                  14 Sep 2022 11:45:51.000          318.763            -78.079    22657.714595
                  14 Sep 2022 11:45:52.000          318.755            -78.080    22657.394723
                  14 Sep 2022 11:45:53.000          318.747            -78.080    22657.074964
                  14 Sep 2022 11:45:54.000          318.739            -78.081    22656.755316
                  14 Sep 2022 11:45:55.000          318.731            -78.081    22656.435782
                  14 Sep 2022 11:45:56.000          318.723            -78.082    22656.116359
                  14 Sep 2022 11:45:57.000          318.716            -78.082    22655.797049
                  14 Sep 2022 11:45:58.000          318.708            -78.083    22655.477852
                  14 Sep 2022 11:45:59.000          318.700            -78.083    22655.158767
                  14 Sep 2022 11:46:00.000          318.692            -78.084    22654.839794
                  14 Sep 2022 11:46:01.000          318.684            -78.084    22654.520934
                  14 Sep 2022 11:46:02.000          318.676            -78.085    22654.202187
                  14 Sep 2022 11:46:03.000          318.668            -78.086    22653.883552
                  14 Sep 2022 11:46:04.000          318.660            -78.086    22653.565029
                  14 Sep 2022 11:46:05.000          318.653            -78.087    22653.246619
                  14 Sep 2022 11:46:06.000          318.645            -78.087    22652.928322
                  14 Sep 2022 11:46:07.000          318.637            -78.088    22652.610137
                  14 Sep 2022 11:46:08.000          318.629            -78.088    22652.292065
                  14 Sep 2022 11:46:09.000          318.621            -78.089    22651.974105
                  14 Sep 2022 11:46:10.000          318.613            -78.089    22651.656258
                  14 Sep 2022 11:46:11.000          318.605            -78.090    22651.338523
                  14 Sep 2022 11:46:12.000          318.597            -78.090    22651.020901
                  14 Sep 2022 11:46:13.000          318.589            -78.091    22650.703392
                  14 Sep 2022 11:46:14.000          318.582            -78.091    22650.385995
                  14 Sep 2022 11:46:15.000          318.574            -78.092    22650.068711
