                                                                          24 Dec 2022 11:39:55
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn76:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn76 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 10:36:10.000           53.689             66.398    20645.857233
                  14 Sep 2022 10:37:10.000           54.860             66.298    20647.873659
                  14 Sep 2022 10:38:10.000           56.025             66.192    20650.110506
                  14 Sep 2022 10:39:10.000           57.183             66.081    20652.569322
                  14 Sep 2022 10:40:10.000           58.333             65.963    20655.251642
                  14 Sep 2022 10:41:10.000           59.476             65.839    20658.158997
                  14 Sep 2022 10:42:10.000           60.611             65.710    20661.292909
                  14 Sep 2022 10:43:10.000           61.737             65.575    20664.654889
                  14 Sep 2022 10:44:10.000           62.855             65.434    20668.246439
                  14 Sep 2022 10:45:10.000           63.963             65.287    20672.069048
                  14 Sep 2022 10:46:10.000           65.063             65.135    20676.124198
                  14 Sep 2022 10:47:10.000           66.152             64.978    20680.413357
                  14 Sep 2022 10:48:10.000           67.233             64.815    20684.937979
                  14 Sep 2022 10:49:10.000           68.303             64.646    20689.699508
                  14 Sep 2022 10:50:10.000           69.363             64.472    20694.699372
                  14 Sep 2022 10:51:10.000           70.413             64.293    20699.938986
                  14 Sep 2022 10:52:10.000           71.452             64.109    20705.419752
                  14 Sep 2022 10:53:10.000           72.481             63.919    20711.143056
                  14 Sep 2022 10:54:10.000           73.499             63.725    20717.110264
                  14 Sep 2022 10:55:10.000           74.507             63.525    20723.322731
                  14 Sep 2022 10:56:10.000           75.503             63.321    20729.781792
                  14 Sep 2022 10:57:10.000           76.489             63.112    20736.488766
                  14 Sep 2022 10:58:10.000           77.464             62.898    20743.444956
                  14 Sep 2022 10:59:10.000           78.427             62.679    20750.651641
                  14 Sep 2022 11:00:10.000           79.380             62.456    20758.110084
                  14 Sep 2022 11:01:10.000           80.321             62.229    20765.821530
                  14 Sep 2022 11:02:10.000           81.252             61.997    20773.787199
                  14 Sep 2022 11:03:10.000           82.171             61.761    20782.008294
                  14 Sep 2022 11:04:10.000           83.079             61.520    20790.485998
                  14 Sep 2022 11:05:10.000           83.977             61.275    20799.221465
                  14 Sep 2022 11:06:10.000           84.863             61.027    20808.215834
                  14 Sep 2022 11:07:10.000           85.739             60.774    20817.470217
                  14 Sep 2022 11:08:10.000           86.603             60.517    20826.985705
                  14 Sep 2022 11:09:10.000           87.457             60.256    20836.763361
                  14 Sep 2022 11:10:10.000           88.301             59.992    20846.804230
                  14 Sep 2022 11:11:10.000           89.133             59.724    20857.109326
                  14 Sep 2022 11:12:10.000           89.955             59.452    20867.679638
                  14 Sep 2022 11:13:10.000           90.767             59.177    20878.516134
                  14 Sep 2022 11:14:10.000           91.568             58.898    20889.619768
                  14 Sep 2022 11:15:10.000           92.359             58.616    20900.991414
                  14 Sep 2022 11:16:10.000           93.140             58.331    20912.631974
                  14 Sep 2022 11:17:10.000           93.911             58.042    20924.542305
                  14 Sep 2022 11:18:10.000           94.672             57.750    20936.723233
                  14 Sep 2022 11:19:10.000           95.423             57.455    20949.175556
                  14 Sep 2022 11:20:10.000           96.165             57.157    20961.900045
                  14 Sep 2022 11:21:10.000           96.896             56.856    20974.897437
                  14 Sep 2022 11:22:10.000           97.619             56.552    20988.168440
                  14 Sep 2022 11:23:10.000           98.332             56.245    21001.713736
                  14 Sep 2022 11:24:10.000           99.036             55.935    21015.533969
                  14 Sep 2022 11:25:10.000           99.731             55.623    21029.629760
                  14 Sep 2022 11:26:10.000          100.417             55.308    21044.001687
                  14 Sep 2022 11:27:10.000          101.094             54.990    21058.650307
                  14 Sep 2022 11:28:10.000          101.762             54.670    21073.576137
                  14 Sep 2022 11:29:10.000          102.422             54.347    21088.779665
                  14 Sep 2022 11:30:10.000          103.073             54.022    21104.261345
                  14 Sep 2022 11:31:10.000          103.716             53.694    21120.021596
                  14 Sep 2022 11:32:10.000          104.350             53.364    21136.060804
                  14 Sep 2022 11:33:10.000          104.977             53.032    21152.379319
                  14 Sep 2022 11:34:10.000          105.596             52.697    21168.977461
                  14 Sep 2022 11:35:10.000          106.206             52.360    21185.855510
                  14 Sep 2022 11:36:10.000          106.809             52.021    21203.013714
                  14 Sep 2022 11:37:10.000          107.405             51.680    21220.452287
                  14 Sep 2022 11:38:10.000          107.992             51.337    21238.171401
                  14 Sep 2022 11:39:10.000          108.573             50.993    21256.171197
                  14 Sep 2022 11:40:10.000          109.146             50.646    21274.451780
                  14 Sep 2022 11:41:10.000          109.712             50.297    21293.013217
                  14 Sep 2022 11:42:10.000          110.271             49.946    21311.855536
