    Time (UTCG)          Svn41_26605 - x (km)    Svn41_26605 - y (km)    Svn41_26605 - z (km)
20 Nov 2022 03:02:00.000           -10751.023135            19267.871166           -14298.447775
20 Nov 2022 03:03:00.000           -10758.143682            19151.903737           -14440.746843
20 Nov 2022 03:04:00.000           -10765.639979            19034.854209           -14581.905126
20 Nov 2022 03:05:00.000           -10773.520614            18916.732224           -14721.910948
20 Nov 2022 03:06:00.000           -10781.794072            18797.547578           -14860.752714
20 Nov 2022 03:07:00.000           -10790.468728            18677.310212           -14998.418916
20 Nov 2022 03:08:00.000           -10799.552844            18556.030218           -15134.898130
20 Nov 2022 03:09:00.000           -10809.054573            18433.717834           -15270.179019
Satellite-Svn71_40534
19 Nov 2022 05:21:00.000       179.035381     21855.643265    -14952.446855
19 Nov 2022 05:22:00.000       108.303483     21946.134755    -14817.145885
19 Nov 2022 05:23:00.000        38.354262     22035.965899    -14680.699643
19 Nov 2022 05:24:00.000       -30.814051     22125.124324    -14543.118467
19 Nov 2022 05:25:00.000       -99.203372     22213.597708    -14404.412789
19 Nov 2022 05:26:00.000      -166.815772     22301.373786    -14264.593132
19 Nov 2022 05:27:00.000      -233.653469     22388.440352    -14123.670109
19 Nov 2022 05:28:00.000      -299.718832     22474.785257    -13981.654425
19 Nov 2022 05:29:00.000      -365.014380     22560.396417    -13838.556872
19 Nov 2022 05:30:00.000      -429.542779     22645.261813    -13694.388332
19 Nov 2022 05:31:00.000      -493.306844     22729.369489    -13549.159774
19 Nov 2022 05:32:00.000      -556.309537     22812.707561    -13402.882254
19 Nov 2022 05:33:00.000      -618.553966     22895.264213    -13255.566915
19 Nov 2022 05:34:00.000      -680.043384     22977.027702    -13107.224982
19 Nov 2022 05:35:00.000      -740.781189     23057.986360    -12957.867768
19 Nov 2022 05:36:00.000      -800.770925     23138.128597    -12807.506667
19 Nov 2022 05:37:00.000      -860.016276     23217.442898    -12656.153157
19 Nov 2022 05:38:00.000      -918.521070     23295.917832    -12503.818798
19 Nov 2022 05:39:00.000      -976.289277     23373.542048    -12350.515230
19 Nov 2022 05:40:00.000     -1033.325007     23450.304281    -12196.254172
19 Nov 2022 05:41:00.000     -1089.632507     23526.193352    -12041.047424
19 Nov 2022 05:42:00.000     -1145.216167     23601.198171    -11884.906865
19 Nov 2022 05:43:00.000     -1200.080511     23675.307737    -11727.844448
19 Nov 2022 05:44:00.000     -1254.230200     23748.511143    -11569.872205
19 Nov 2022 05:45:00.000     -1307.670034     23820.797574    -11411.002243
19 Nov 2022 05:46:00.000     -1360.404942     23892.156314    -11251.246743
19 Nov 2022 05:47:00.000     -1412.439990     23962.576742    -11090.617961
19 Nov 2022 05:48:00.000     -1463.780375     24032.048339    -10929.128224
19 Nov 2022 05:49:00.000     -1514.431425     24100.560685    -10766.789931
19 Nov 2022 05:50:00.000     -1564.398598     24168.103467    -10603.615553
19 Nov 2022 05:51:00.000     -1613.687482     24234.666475    -10439.617630
19 Nov 2022 05:52:00.000     -1662.303789     24300.239606    -10274.808770
19 Nov 2022 05:53:00.000     -1710.253361     24364.812867    -10109.201652
19 Nov 2022 05:54:00.000     -1757.542164     24428.376374     -9942.809017
19 Nov 2022 05:55:00.000     -1804.176285     24490.920358     -9775.643676
19 Nov 2022 05:56:00.000     -1850.161936     24552.435160     -9607.718503
19 Nov 2022 05:57:00.000     -1895.505451     24612.911241     -9439.046437
19 Nov 2022 05:58:00.000     -1940.213280     24672.339178     -9269.640479
19 Nov 2022 05:59:00.000     -1984.291995     24730.709666     -9099.513692
19 Nov 2022 06:00:00.000     -2027.748282     24788.013521     -8928.679199
19 Nov 2022 06:01:00.000     -2070.588945     24844.241684     -8757.150185
19 Nov 2022 06:02:00.000     -2112.820900     24899.385216     -8584.939892
19 Nov 2022 06:03:00.000     -2154.451176     24953.435308     -8412.061621
19 Nov 2022 06:04:00.000     -2195.486915     25006.383275     -8238.528727
19 Nov 2022 06:05:00.000     -2235.935366     25058.220561     -8064.354624
19 Nov 2022 06:06:00.000     -2275.803887     25108.938742     -7889.552778
19 Nov 2022 06:07:00.000     -2315.099943     25158.529525     -7714.136711
19 Nov 2022 06:08:00.000     -2353.831103     25206.984750     -7538.119994
19 Nov 2022 06:09:00.000     -2392.005041     25254.296392     -7361.516253
19 Nov 2022 06:10:00.000     -2429.629530     25300.456562     -7184.339161
19 Nov 2022 06:11:00.000     -2466.712447     25345.457508     -7006.602442
19 Nov 2022 06:12:00.000     -2503.261764     25389.291620     -6828.319868
19 Nov 2022 06:13:00.000     -2539.285551     25431.951424     -6649.505257
19 Nov 2022 06:14:00.000     -2574.791973     25473.429591     -6470.172474
19 Nov 2022 06:15:00.000     -2609.789290     25513.718934     -6290.335427
19 Nov 2022 06:16:00.000     -2644.285851     25552.812410     -6110.008070
19 Nov 2022 06:17:00.000     -2678.290098     25590.703122     -5929.204398
19 Nov 2022 06:18:00.000     -2711.810559     25627.384321     -5747.938446
19 Nov 2022 06:19:00.000     -2744.855849     25662.849404     -5566.224293
19 Nov 2022 06:20:00.000     -2777.434669     25697.091919     -5384.076053
19 Nov 2022 06:21:00.000     -2809.555801     25730.105563     -5201.507880
19 Nov 2022 06:22:00.000     -2841.228108     25761.884188     -5018.533965
19 Nov 2022 06:23:00.000     -2872.460535     25792.421794     -4835.168535
19 Nov 2022 06:24:00.000     -2903.262103     25821.712539     -4651.425848
19 Nov 2022 06:25:00.000     -2933.641906     25849.750734     -4467.320201
19 Nov 2022 06:26:00.000     -2963.609116     25876.530846     -4282.865918
19 Nov 2022 06:27:00.000     -2993.172974     25902.047501     -4098.077357
19 Nov 2022 06:28:00.000     -3022.342792     25926.295480     -3912.968905
19 Nov 2022 06:29:00.000     -3051.127950     25949.269725     -3727.554977
19 Nov 2022 06:30:00.000     -3079.537892     25970.965339     -3541.850017
19 Nov 2022 06:31:00.000     -3107.582130     25991.377584     -3355.868493
19 Nov 2022 06:32:00.000     -3135.270236     26010.501883     -3169.624901
19 Nov 2022 06:33:00.000     -3162.611841     26028.333825     -2983.133758
19 Nov 2022 06:34:00.000     -3189.616636     26044.869160     -2796.409605
19 Nov 2022 06:35:00.000     -3216.294369     26060.103803     -2609.467005
19 Nov 2022 06:36:00.000     -3242.654840     26074.033834     -2422.320542
19 Nov 2022 06:37:00.000     -3268.707902     26086.655498     -2234.984816
19 Nov 2022 06:38:00.000     -3294.463460     26097.965209     -2047.474448
19 Nov 2022 06:39:00.000     -3319.931465     26107.959545     -1859.804075
19 Nov 2022 06:40:00.000     -3345.121915     26116.635255     -1671.988349
19 Nov 2022 06:41:00.000     -3370.044853     26123.989254     -1484.041937
19 Nov 2022 06:42:00.000     -3394.710363     26130.018628     -1295.979517
19 Nov 2022 06:43:00.000     -3419.128568     26134.720632     -1107.815781
19 Nov 2022 06:44:00.000     -3443.309632     26138.092691      -919.565433
19 Nov 2022 06:45:00.000     -3467.263752     26140.132402      -731.243182
19 Nov 2022 06:46:00.000     -3491.001160     26140.837531      -542.863749
19 Nov 2022 06:47:00.000     -3514.532120     26140.206019      -354.441861
19 Nov 2022 06:48:00.000     -3537.866926     26138.235976      -165.992250
19 Nov 2022 06:49:00.000     -3561.015898     26134.925687        22.470346
19 Nov 2022 06:50:00.000     -3583.989381     26130.273608       210.931188
19 Nov 2022 06:51:00.000     -3606.797747     26124.278370       399.375531
19 Nov 2022 06:52:00.000     -3629.451385     26116.938777       587.788634
19 Nov 2022 06:53:00.000     -3651.960704     26108.253807       776.155753
19 Nov 2022 06:54:00.000     -3674.336133     26098.222611       964.462146
19 Nov 2022 06:55:00.000     -3696.588111     26086.844515      1152.693074
19 Nov 2022 06:56:00.000     -3718.727094     26074.119022      1340.833804
19 Nov 2022 06:57:00.000     -3740.763546     26060.045805      1528.869604
19 Nov 2022 06:58:00.000     -3762.707939     26044.624716      1716.785753
19 Nov 2022 06:59:00.000     -3784.570754     26027.855780      1904.567535
19 Nov 2022 07:00:00.000     -3806.362474     26009.739198      2092.200244
19 Nov 2022 07:01:00.000     -3828.093583     25990.275344      2279.669183
19 Nov 2022 07:02:00.000     -3849.774568     25969.464770      2466.959669
19 Nov 2022 07:03:00.000     -3871.415911     25947.308200      2654.057028
19 Nov 2022 07:04:00.000     -3893.028091     25923.806536      2840.946602
19 Nov 2022 07:05:00.000     -3914.621580     25898.960852      3027.613750
19 Nov 2022 07:06:00.000     -3936.206841     25872.772400      3214.043842
19 Nov 2022 07:07:00.000     -3957.794327     25845.242603      3400.222271
19 Nov 2022 07:08:00.000     -3979.394476     25816.373061      3586.134445
19 Nov 2022 07:09:00.000     -4001.017714     25786.165548      3771.765795
19 Nov 2022 07:10:00.000     -4022.674447     25754.622010      3957.101770
19 Nov 2022 07:11:00.000     -4044.375063     25721.744570      4142.127844
19 Nov 2022 07:12:00.000     -4066.129928     25687.535522      4326.829514
19 Nov 2022 07:13:00.000     -4087.949385     25651.997335      4511.192301
19 Nov 2022 07:14:00.000     -4109.843750     25615.132647      4695.201752
19 Nov 2022 07:15:00.000     -4131.823312     25576.944274      4878.843443
19 Nov 2022 07:16:00.000     -4153.898331     25537.435199      5062.102977
19 Nov 2022 07:17:00.000     -4176.079033     25496.608579      5244.965987
19 Nov 2022 07:18:00.000     -4198.375611     25454.467741      5427.418137
19 Nov 2022 07:19:00.000     -4220.798222     25411.016185      5609.445124
19 Nov 2022 07:20:00.000     -4243.356984     25366.257577      5791.032676
19 Nov 2022 07:21:00.000     -4266.061974     25320.195755      5972.166558
19 Nov 2022 07:22:00.000     -4288.923228     25272.834725      6152.832569
19 Nov 2022 07:23:00.000     -4311.950738     25224.178663      6333.016546
19 Nov 2022 07:24:00.000     -4335.154446     25174.231909      6512.704364
19 Nov 2022 07:25:00.000     -4358.544249     25122.998973      6691.881935
19 Nov 2022 07:26:00.000     -4382.129992     25070.484530      6870.535216
19 Nov 2022 07:27:00.000     -4405.921468     25016.693420      7048.650201
19 Nov 2022 07:28:00.000     -4429.928413     24961.630647      7226.212929
19 Nov 2022 07:29:00.000     -4454.160509     24905.301382      7403.209483
19 Nov 2022 07:30:00.000     -4478.627378     24847.710956      7579.625991
19 Nov 2022 07:31:00.000     -4503.338581     24788.864862      7755.448627
19 Nov 2022 07:32:00.000     -4528.303619     24728.768756      7930.663613
19 Nov 2022 07:33:00.000     -4553.531924     24667.428453      8105.257219
19 Nov 2022 07:34:00.000     -4579.032865     24604.849929      8279.215765
19 Nov 2022 07:35:00.000     -4604.815741     24541.039316      8452.525621
19 Nov 2022 07:36:00.000     -4630.889782     24476.002905      8625.173211
19 Nov 2022 07:37:00.000     -4657.264143     24409.747144      8797.145010
19 Nov 2022 07:38:00.000     -4683.947908     24342.278634      8968.427550
19 Nov 2022 07:39:00.000     -4710.950083     24273.604133      9139.007415
19 Nov 2022 07:40:00.000     -4738.279595     24203.730551      9308.871249
19 Nov 2022 07:41:00.000     -4765.945294     24132.664949      9478.005752
19 Nov 2022 07:42:00.000     -4793.955947     24060.414540      9646.397681
19 Nov 2022 07:43:00.000     -4822.320237     23986.986686      9814.033857
19 Nov 2022 07:44:00.000     -4851.046763     23912.388898      9980.901158
19 Nov 2022 07:45:00.000     -4880.144035     23836.628836     10146.986527
19 Nov 2022 07:46:00.000     -4909.620476     23759.714301     10312.276968
19 Nov 2022 07:47:00.000     -4939.484418     23681.653244     10476.759551
19 Nov 2022 07:48:00.000     -4969.744100     23602.453756     10640.421411
19 Nov 2022 07:49:00.000     -5000.407668     23522.124071     10803.249747
19 Nov 2022 07:50:00.000     -5031.483171     23440.672565     10965.231829
19 Nov 2022 07:51:00.000     -5062.978562     23358.107751     11126.354994
19 Nov 2022 07:52:00.000     -5094.901693     23274.438281     11286.606647
19 Nov 2022 07:53:00.000     -5127.260318     23189.672943     11445.974267
19 Nov 2022 07:54:00.000     -5160.062085     23103.820661     11604.445401
19 Nov 2022 07:55:00.000     -5193.314540     23016.890492     11762.007671
19 Nov 2022 07:56:00.000     -5227.025125     22928.891624     11918.648772
19 Nov 2022 07:57:00.000     -5261.201172     22839.833376     12074.356474
19 Nov 2022 07:58:00.000     -5295.849906     22749.725197     12229.118622
19 Nov 2022 07:59:00.000     -5330.978441     22658.576662     12382.923139
19 Nov 2022 08:00:00.000     -5366.593780     22566.397472     12535.758025
19 Nov 2022 08:01:00.000     -5402.702811     22473.197453     12687.611358
19 Nov 2022 08:02:00.000     -5439.312308     22378.986552     12838.471296
19 Nov 2022 08:03:00.000     -5476.428932     22283.774839     12988.326079
19 Nov 2022 08:04:00.000     -5514.059221     22187.572500     13137.164027
19 Nov 2022 08:05:00.000     -5552.209598     22090.389841     13284.973544
19 Nov 2022 08:06:00.000     -5590.886364     21992.237283     13431.743115
19 Nov 2022 08:07:00.000     -5630.095699     21893.125362     13577.461313
19 Nov 2022 08:08:00.000     -5669.843659     21793.064725     13722.116794
19 Nov 2022 08:09:00.000     -5710.136177     21692.066128     13865.698300
19 Nov 2022 08:10:00.000     -5750.979058     21590.140440     14008.194663
19 Nov 2022 08:11:00.000     -5792.377982     21487.298632     14149.594799
19 Nov 2022 08:12:00.000     -5834.338502     21383.551784     14289.887718
19 Nov 2022 08:13:00.000     -5876.866037     21278.911078     14429.062515
19 Nov 2022 08:14:00.000     -5919.965881     21173.387795     14567.108379
19 Nov 2022 08:15:00.000     -5963.643193     21066.993319     14704.014591
19 Nov 2022 08:16:00.000     -6007.902999     20959.739129     14839.770521
19 Nov 2022 08:17:00.000     -6052.750192     20851.636802     14974.365637
19 Nov 2022 08:18:00.000     -6098.189530     20742.698006     15107.789498
19 Nov 2022 08:19:00.000     -6144.225634     20632.934503     15240.031760
19 Nov 2022 08:20:00.000     -6190.862988     20522.358143     15371.082173
19 Nov 2022 08:21:00.000     -6238.105938     20410.980865     15500.930586
19 Nov 2022 08:22:00.000     -6285.958691     20298.814694     15629.566944
19 Nov 2022 08:23:00.000     -6334.425314     20185.871739     15756.981291
19 Nov 2022 08:24:00.000     -6383.509731     20072.164190     15883.163770
19 Nov 2022 08:25:00.000     -6433.215726     19957.704316     16008.104623
19 Nov 2022 08:26:00.000     -6483.546940     19842.504466     16131.794195
19 Nov 2022 08:27:00.000     -6534.506869     19726.577064     16254.222931
19 Nov 2022 08:28:00.000     -6586.098865     19609.934607     16375.381379
19 Nov 2022 08:29:00.000     -6638.326134     19492.589663     16495.260187
19 Nov 2022 08:30:00.000     -6691.191737     19374.554872     16613.850112
19 Nov 2022 08:31:00.000     -6744.698587     19255.842938     16731.142011
19 Nov 2022 08:32:00.000     -6798.849450     19136.466633     16847.126848
19 Nov 2022 08:33:00.000     -6853.646944     19016.438792     16961.795693
19 Nov 2022 08:34:00.000     -6909.093535     18895.772308     17075.139722
19 Nov 2022 08:35:00.000     -6965.191544     18774.480137     17187.150219
19 Nov 2022 08:36:00.000     -7021.943137     18652.575290     17297.818574
19 Nov 2022 08:37:00.000     -7079.350333     18530.070831     17407.136289
19 Nov 2022 08:38:00.000     -7137.414998     18406.979879     17515.094971
19 Nov 2022 08:39:00.000     -7196.138845     18283.315602     17621.686341
19 Nov 2022 08:40:00.000     -7255.523435     18159.091215     17726.902228
19 Nov 2022 08:41:00.000     -7315.570178     18034.319983     17830.734572
19 Nov 2022 08:42:00.000     -7376.280328     17909.015209     17933.175427
19 Nov 2022 08:43:00.000     -7437.654987     17783.190242     18034.216958
19 Nov 2022 08:44:00.000     -7499.695102     17656.858467     18133.851442
19 Nov 2022 08:45:00.000     -7562.401465     17530.033310     18232.071270
19 Nov 2022 08:46:00.000     -7625.774714     17402.728228     18328.868950
19 Nov 2022 08:47:00.000     -7689.815332     17274.956713     18424.237100
19 Nov 2022 08:48:00.000     -7754.523645     17146.732286     18518.168457
19 Nov 2022 08:49:00.000     -7819.899825     17018.068498     18610.655872
19 Nov 2022 08:50:00.000     -7885.943888     16888.978924     18701.692312
19 Nov 2022 08:51:00.000     -7952.655692     16759.477165     18791.270862
19 Nov 2022 08:52:00.000     -8020.034942     16629.576840     18879.384725
19 Nov 2022 08:53:00.000     -8088.081183     16499.291592     18966.027219
19 Nov 2022 08:54:00.000     -8156.793806     16368.635077     19051.191782
19 Nov 2022 08:55:00.000     -8226.172045     16237.620967     19134.871972
19 Nov 2022 08:56:00.000     -8296.214977     16106.262949     19217.061465
19 Nov 2022 08:57:00.000     -8366.921521     15974.574717     19297.754056
19 Nov 2022 08:58:00.000     -8438.290443     15842.569974     19376.943662
19 Nov 2022 08:59:00.000     -8510.320350     15710.262430     19454.624318
19 Nov 2022 09:00:00.000     -8583.009692     15577.665798     19530.790183
19 Nov 2022 09:01:00.000     -8656.356764     15444.793792     19605.435536
19 Nov 2022 09:02:00.000     -8730.359705     15311.660125     19678.554777
19 Nov 2022 09:03:00.000     -8805.016496     15178.278508     19750.142430
19 Nov 2022 09:04:00.000     -8880.324964     15044.662646     19820.193140
19 Nov 2022 09:05:00.000     -8956.282780     14910.826237     19888.701676
19 Nov 2022 09:06:00.000     -9032.887459     14776.782968     19955.662931
19 Nov 2022 09:07:00.000     -9110.136362     14642.546515     20021.071918
19 Nov 2022 09:08:00.000     -9188.026693     14508.130540     20084.923779
19 Nov 2022 09:09:00.000     -9266.555503     14373.548689     20147.213778
19 Nov 2022 09:10:00.000     -9345.719689     14238.814586     20207.937302
19 Nov 2022 09:11:00.000     -9425.515994     14103.941840     20267.089865
19 Nov 2022 09:12:00.000     -9505.941008     13968.944032     20324.667107
19 Nov 2022 09:13:00.000     -9586.991166     13833.834720     20380.664792
19 Nov 2022 09:14:00.000     -9668.662754     13698.627434     20435.078809
19 Nov 2022 09:15:00.000     -9750.951903     13563.335675     20487.905174
19 Nov 2022 09:16:00.000     -9833.854595     13427.972913     20539.140031
19 Nov 2022 09:17:00.000     -9917.366659     13292.552582     20588.779647
19 Nov 2022 09:18:00.000    -10001.483774     13157.088082     20636.820419
19 Nov 2022 09:19:00.000    -10086.201472     13021.592773     20683.258870
19 Nov 2022 09:20:00.000    -10171.515133     12886.079976     20728.091647
19 Nov 2022 09:21:00.000    -10257.419990     12750.562970     20771.315530
19 Nov 2022 09:22:00.000    -10343.911128     12615.054989     20812.927422
19 Nov 2022 09:23:00.000    -10430.983484     12479.569218     20852.924355
19 Nov 2022 09:24:00.000    -10518.631851     12344.118798     20891.303490
19 Nov 2022 09:25:00.000    -10606.850875     12208.716814     20928.062115
19 Nov 2022 09:26:00.000    -10695.635058     12073.376303     20963.197645
19 Nov 2022 09:27:00.000    -10784.978757     11938.110243     20996.707626
19 Nov 2022 09:28:00.000    -10874.876188     11802.931557     21028.589729
19 Nov 2022 09:29:00.000    -10965.321423     11667.853110     21058.841756
19 Nov 2022 09:30:00.000    -11056.308394     11532.887702     21087.461637
19 Nov 2022 09:31:00.000    -11147.830892     11398.048074     21114.447431
19 Nov 2022 09:32:00.000    -11239.882570     11263.346901     21139.797323
19 Nov 2022 09:33:00.000    -11332.456940     11128.796789     21163.509631
19 Nov 2022 09:34:00.000    -11425.547379     10994.410276     21185.582798
19 Nov 2022 09:35:00.000    -11519.147127     10860.199830     21206.015398
19 Nov 2022 09:36:00.000    -11613.249289     10726.177846     21224.806134
19 Nov 2022 09:37:00.000    -11707.846835     10592.356641     21241.953836
19 Nov 2022 09:38:00.000    -11802.932602     10458.748460     21257.457465
19 Nov 2022 09:39:00.000    -11898.499296     10325.365466     21271.316110
19 Nov 2022 09:40:00.000    -11994.539491     10192.219741     21283.528988
19 Nov 2022 09:41:00.000    -12091.045631     10059.323288     21294.095446
19 Nov 2022 09:42:00.000    -12188.010034      9926.688022     21303.014959
19 Nov 2022 09:43:00.000    -12285.424888      9794.325774     21310.287132
19 Nov 2022 09:44:00.000    -12383.282257      9662.248287     21315.911697
19 Nov 2022 09:45:00.000    -12481.574077      9530.467212     21319.888516
19 Nov 2022 09:46:00.000    -12580.292164      9398.994112     21322.217579
19 Nov 2022 09:47:00.000    -12679.428211      9267.840454     21322.899004
19 Nov 2022 09:48:00.000    -12778.973789      9137.017611     21321.933038
19 Nov 2022 09:49:00.000    -12878.920349      9006.536858     21319.320056
19 Nov 2022 09:50:00.000    -12979.259227      8876.409375     21315.060560
19 Nov 2022 09:51:00.000    -13079.981639      8746.646237     21309.155183
19 Nov 2022 09:52:00.000    -13181.078686      8617.258421     21301.604682
19 Nov 2022 09:53:00.000    -13282.541357      8488.256799     21292.409945
19 Nov 2022 09:54:00.000    -13384.360527      8359.652138     21281.571985
19 Nov 2022 09:55:00.000    -13486.526959      8231.455097     21269.091943
19 Nov 2022 09:56:00.000    -13589.031310      8103.676230     21254.971089
19 Nov 2022 09:57:00.000    -13691.864125      7976.325977     21239.210817
19 Nov 2022 09:58:00.000    -13795.015845      7849.414670     21221.812650
19 Nov 2022 09:59:00.000    -13898.476805      7722.952526     21202.778236
19 Nov 2022 10:00:00.000    -14002.237236      7596.949649     21182.109351
19 Nov 2022 10:01:00.000    -14106.287270      7471.416025     21159.807895
19 Nov 2022 10:02:00.000    -14210.616935      7346.361524     21135.875896
19 Nov 2022 10:03:00.000    -14315.216163      7221.795898     21110.315506
19 Nov 2022 10:04:00.000    -14420.074788      7097.728777     21083.129003
19 Nov 2022 10:05:00.000    -14525.182550      6974.169670     21054.318789
19 Nov 2022 10:06:00.000    -14630.529092      6851.127963     21023.887393
19 Nov 2022 10:07:00.000    -14736.103970      6728.612917     20991.837467
19 Nov 2022 10:08:00.000    -14841.896645      6606.633669     20958.171786
19 Nov 2022 10:09:00.000    -14947.896492      6485.199228     20922.893252
19 Nov 2022 10:10:00.000    -15054.092800      6364.318473     20886.004886
19 Nov 2022 10:11:00.000    -15160.474770      6244.000155     20847.509838
19 Nov 2022 10:12:00.000    -15267.031522      6124.252896     20807.411375
19 Nov 2022 10:13:00.000    -15373.752094      6005.085183     20765.712891
19 Nov 2022 10:14:00.000    -15480.625443      5886.505371     20722.417900
19 Nov 2022 10:15:00.000    -15587.640451      5768.521681     20677.530038
19 Nov 2022 10:16:00.000    -15694.785920      5651.142198     20631.053062
19 Nov 2022 10:17:00.000    -15802.050580      5534.374871     20582.990852
19 Nov 2022 10:18:00.000    -15909.423090      5418.227510     20533.347406
19 Nov 2022 10:19:00.000    -16016.892034      5302.707788     20482.126844
19 Nov 2022 10:20:00.000    -16124.445932      5187.823237     20429.333406
19 Nov 2022 10:21:00.000    -16232.073234      5073.581249     20374.971450
19 Nov 2022 10:22:00.000    -16339.762326      4959.989074     20319.045454
19 Nov 2022 10:23:00.000    -16447.501531      4847.053819     20261.560013
19 Nov 2022 10:24:00.000    -16555.279111      4734.782448     20202.519843
19 Nov 2022 10:25:00.000    -16663.083268      4623.181780     20141.929776
19 Nov 2022 10:26:00.000    -16770.902148      4512.258488     20079.794759
19 Nov 2022 10:27:00.000    -16878.723841      4402.019100     20016.119861
19 Nov 2022 10:28:00.000    -16986.536382      4292.469996     19950.910261
19 Nov 2022 10:29:00.000    -17094.327758      4183.617408     19884.171259
19 Nov 2022 10:30:00.000    -17202.085903      4075.467421     19815.908266
19 Nov 2022 10:31:00.000    -17309.798706      3968.025968     19746.126811
19 Nov 2022 10:32:00.000    -17417.454009      3861.298833     19674.832536
19 Nov 2022 10:33:00.000    -17525.039611      3755.291650     19602.031197
19 Nov 2022 10:34:00.000    -17632.543269      3650.009900     19527.728661
19 Nov 2022 10:35:00.000    -17739.952702      3545.458914     19451.930911
19 Nov 2022 10:36:00.000    -17847.255589      3441.643867     19374.644040
19 Nov 2022 10:37:00.000    -17954.439576      3338.569784     19295.874253
19 Nov 2022 10:38:00.000    -18061.492274      3236.241534     19215.627866
19 Nov 2022 10:39:00.000    -18168.401263      3134.663833     19133.911305
19 Nov 2022 10:40:00.000    -18275.154094      3033.841240     19050.731107
19 Nov 2022 10:41:00.000    -18381.738290      2933.778161     18966.093917
19 Nov 2022 10:42:00.000    -18488.141349      2834.478845     18880.006489
19 Nov 2022 10:43:00.000    -18594.350745      2735.947384     18792.475685
19 Nov 2022 10:44:00.000    -18700.353932      2638.187714     18703.508476
19 Nov 2022 10:45:00.000    -18806.138344      2541.203615     18613.111936
19 Nov 2022 10:46:00.000    -18911.691399      2444.998708     18521.293249
19 Nov 2022 10:47:00.000    -19017.000498      2349.576458     18428.059704
19 Nov 2022 10:48:00.000    -19122.053031      2254.940170     18333.418692
19 Nov 2022 10:49:00.000    -19226.836376      2161.092992     18237.377713
19 Nov 2022 10:50:00.000    -19331.337902      2068.037913     18139.944366
19 Nov 2022 10:51:00.000    -19435.544973      1975.777765     18041.126357
19 Nov 2022 10:52:00.000    -19539.444945      1884.315219     17940.931491
19 Nov 2022 10:53:00.000    -19643.025175      1793.652788     17839.367678
19 Nov 2022 10:54:00.000    -19746.273018      1703.792826     17736.442925
19 Nov 2022 10:55:00.000    -19849.175829      1614.737528     17632.165343
19 Nov 2022 10:56:00.000    -19951.720969      1526.488929     17526.543141
19 Nov 2022 10:57:00.000    -20053.895802      1439.048905     17419.584627
19 Nov 2022 10:58:00.000    -20155.687704      1352.419174     17311.298207
19 Nov 2022 10:59:00.000    -20257.084056      1266.601293     17201.692386
19 Nov 2022 11:00:00.000    -20358.072253      1181.596660     17090.775764
19 Nov 2022 11:01:00.000    -20458.639705      1097.406515     16978.557038
19 Nov 2022 11:02:00.000    -20558.773836      1014.031939     16865.045000
19 Nov 2022 11:03:00.000    -20658.462090       931.473851     16750.248537
19 Nov 2022 11:04:00.000    -20757.691929       849.733017     16634.176631
19 Nov 2022 11:05:00.000    -20856.450838       768.810038     16516.838354
19 Nov 2022 11:06:00.000    -20954.726328       688.705362     16398.242874
19 Nov 2022 11:07:00.000    -21052.505932       609.419276     16278.399449
19 Nov 2022 11:08:00.000    -21149.777216       530.951910     16157.317427
19 Nov 2022 11:09:00.000    -21246.527774       453.303235     16035.006248
19 Nov 2022 11:10:00.000    -21342.745232       376.473068     15911.475441
19 Nov 2022 11:11:00.000    -21438.417251       300.461067     15786.734622
19 Nov 2022 11:12:00.000    -21533.531528       225.266732     15660.793497
19 Nov 2022 11:13:00.000    -21628.075799       150.889411     15533.661858
19 Nov 2022 11:14:00.000    -21722.037840        77.328292     15405.349583
19 Nov 2022 11:15:00.000    -21815.405469         4.582410     15275.866636
19 Nov 2022 11:16:00.000    -21908.166550       -67.349354     15145.223065
19 Nov 2022 11:17:00.000    -22000.308991      -138.468274     15013.429003
19 Nov 2022 11:18:00.000    -22091.820750      -208.775780     14880.494665
19 Nov 2022 11:19:00.000    -22182.689835      -278.273451     14746.430348
19 Nov 2022 11:20:00.000    -22272.904306      -346.963022     14611.246431
19 Nov 2022 11:21:00.000    -22362.452277      -414.846378     14474.953375
19 Nov 2022 11:22:00.000    -22451.321919      -481.925557     14337.561717
19 Nov 2022 11:23:00.000    -22539.501459      -548.202745     14199.082077
19 Nov 2022 11:24:00.000    -22626.979187      -613.680281     14059.525150
19 Nov 2022 11:25:00.000    -22713.743453      -678.360651     13918.901710
19 Nov 2022 11:26:00.000    -22799.782672      -742.246491     13777.222606
19 Nov 2022 11:27:00.000    -22885.085322      -805.340584     13634.498765
19 Nov 2022 11:28:00.000    -22969.639951      -867.645860     13490.741186
19 Nov 2022 11:29:00.000    -23053.435177      -929.165395     13345.960943
19 Nov 2022 11:30:00.000    -23136.459688      -989.902412     13200.169182
19 Nov 2022 11:31:00.000    -23218.702244     -1049.860277     13053.377123
19 Nov 2022 11:32:00.000    -23300.151683     -1109.042498     12905.596056
19 Nov 2022 11:33:00.000    -23380.796917     -1167.452730     12756.837341
19 Nov 2022 11:34:00.000    -23460.626937     -1225.094766     12607.112407
19 Nov 2022 11:35:00.000    -23539.630817     -1281.972542     12456.432754
19 Nov 2022 11:36:00.000    -23617.797710     -1338.090132     12304.809947
19 Nov 2022 11:37:00.000    -23695.116853     -1393.451750     12152.255619
