Xian-To-gps-svn41
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      22     5 Oct 2022 04:31:32.948     5 Oct 2022 12:10:01.182         27508.234
                      23     6 Oct 2022 04:27:25.244     6 Oct 2022 12:05:53.883         27508.639
                      24     7 Oct 2022 04:23:17.540     7 Oct 2022 12:01:46.585         27509.045
                      25     8 Oct 2022 04:19:09.837     8 Oct 2022 11:57:39.287         27509.450
                      26     9 Oct 2022 04:15:02.133     9 Oct 2022 11:53:31.994         27509.861
                      27    10 Oct 2022 04:10:54.430    10 Oct 2022 11:49:24.696         27510.267
                      28    11 Oct 2022 04:06:46.726    11 Oct 2022 11:45:17.399         27510.673
                      29    12 Oct 2022 04:02:39.023    12 Oct 2022 11:41:10.101         27511.078
                      30    13 Oct 2022 03:58:31.320    13 Oct 2022 11:37:02.799         27511.479
                      31    14 Oct 2022 03:54:30.369    14 Oct 2022 04:00:00.000           329.631

Min Duration          31    14 Oct 2022 03:54:30.369    14 Oct 2022 04:00:00.000           329.631
Max Duration          30    13 Oct 2022 03:58:31.320    13 Oct 2022 11:37:02.799         27511.479
Mean Duration                                                                            26629.350
Total Duration                                                                          825509.861


Xian-To-gps-svn71
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 09:56:59.476    14 Sep 2022 16:48:53.030         24713.554
                       2    15 Sep 2022 09:52:46.386    15 Sep 2022 16:44:36.070         24709.684
                       3    16 Sep 2022 09:48:33.296    16 Sep 2022 16:40:19.105         24705.809
                       4    17 Sep 2022 09:44:20.208    17 Sep 2022 16:36:02.146         24701.938
                       5    18 Sep 2022 09:40:07.121    18 Sep 2022 16:31:45.186         24698.066
                       6    19 Sep 2022 09:35:54.035    19 Sep 2022 16:27:28.228         24694.193
                       7    20 Sep 2022 09:31:40.949    20 Sep 2022 16:23:11.269         24690.320
                       8    21 Sep 2022 09:27:27.865    21 Sep 2022 16:18:54.311         24686.446
                       9    22 Sep 2022 09:23:19.816    22 Sep 2022 16:14:42.871         24683.054
                      10    23 Sep 2022 09:19:06.945    23 Sep 2022 16:10:26.161         24679.216
                      11    24 Sep 2022 09:14:54.091    24 Sep 2022 16:06:09.504         24675.413
                      12    25 Sep 2022 09:10:41.353    25 Sep 2022 16:01:52.983         24671.630
                      13    26 Sep 2022 09:06:28.803    26 Sep 2022 15:57:36.695         24667.892
                      14    27 Sep 2022 09:02:16.471    27 Sep 2022 15:53:20.721         24664.250
                      15    28 Sep 2022 08:58:04.363    28 Sep 2022 15:49:05.030         24660.668
                      16    29 Sep 2022 08:53:52.419    29 Sep 2022 15:44:49.561         24657.142
                      17    30 Sep 2022 08:49:40.605    30 Sep 2022 15:40:34.281         24653.676
                      18     1 Oct 2022 08:45:28.824     1 Oct 2022 15:36:18.980         24650.156
                      19     2 Oct 2022 08:41:16.980     2 Oct 2022 15:32:03.555         24646.575
                      20     3 Oct 2022 08:37:05.268     3 Oct 2022 15:27:48.398         24643.129
                      21     4 Oct 2022 08:32:53.557     4 Oct 2022 15:23:33.240         24639.683
                      22     5 Oct 2022 08:28:41.847     5 Oct 2022 15:19:18.083         24636.237
                      23     6 Oct 2022 08:24:30.137     6 Oct 2022 15:15:02.927         24632.790
                      24     7 Oct 2022 08:20:18.428     7 Oct 2022 15:10:47.770         24629.342
                      25     8 Oct 2022 08:16:06.720     8 Oct 2022 15:06:32.614         24625.894
                      26     9 Oct 2022 08:11:55.013     9 Oct 2022 15:02:17.458         24622.445
                      27    10 Oct 2022 08:07:43.307    10 Oct 2022 14:58:02.303         24618.996
                      28    11 Oct 2022 08:03:31.601    11 Oct 2022 14:53:47.148         24615.547
                      29    12 Oct 2022 07:59:19.896    12 Oct 2022 14:49:31.993         24612.097
                      30    13 Oct 2022 07:55:08.193    13 Oct 2022 14:45:16.839         24608.647

Min Duration          30    13 Oct 2022 07:55:08.193    13 Oct 2022 14:45:16.839         24608.647
Max Duration           1    14 Sep 2022 09:56:59.476    14 Sep 2022 16:48:53.030         24713.554
Mean Duration                                                                            24659.816
Total Duration                                                                          739794.489


Xian-To-gps-svn72
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 10:27:28.374    14 Sep 2022 14:50:24.050         15775.676
                       2    14 Sep 2022 18:48:23.149    14 Sep 2022 23:15:08.016         16004.867
                       3    15 Sep 2022 10:23:14.871    15 Sep 2022 14:46:15.519         15780.648
                       4    15 Sep 2022 18:44:14.893    15 Sep 2022 23:10:54.683         15999.790
                       5    16 Sep 2022 10:19:01.415    16 Sep 2022 14:42:07.098         15785.682
                       6    16 Sep 2022 18:40:06.687    16 Sep 2022 23:06:41.323         15994.636
                       7    17 Sep 2022 10:14:48.030    17 Sep 2022 14:37:58.722         15790.692
                       8    17 Sep 2022 18:35:58.449    17 Sep 2022 23:02:28.199         15989.749
                       9    18 Sep 2022 10:10:34.975    18 Sep 2022 14:33:50.500         15795.526
                      10    18 Sep 2022 18:31:50.261    18 Sep 2022 22:58:15.214         15984.953
                      11    19 Sep 2022 10:06:22.030    19 Sep 2022 14:29:42.350         15800.320
                      12    19 Sep 2022 18:27:42.025    19 Sep 2022 22:54:01.942         15979.916
                      13    20 Sep 2022 10:02:08.676    20 Sep 2022 14:25:34.000         15805.324
                      14    20 Sep 2022 18:23:33.453    20 Sep 2022 22:49:48.686         15975.232
                      15    21 Sep 2022 09:57:55.464    21 Sep 2022 14:21:25.645         15810.181
                      16    21 Sep 2022 18:19:24.833    21 Sep 2022 22:45:35.402         15970.569
                      17    22 Sep 2022 09:53:42.107    22 Sep 2022 14:17:17.177         15815.070
                      18    22 Sep 2022 18:15:16.042    22 Sep 2022 22:41:21.734         15965.692
                      19    23 Sep 2022 09:49:28.459    23 Sep 2022 14:13:08.507         15820.048
                      20    23 Sep 2022 18:11:07.069    23 Sep 2022 22:37:07.919         15960.850
                      21    24 Sep 2022 09:45:14.644    24 Sep 2022 14:08:59.693         15825.050
                      22    24 Sep 2022 18:06:58.048    24 Sep 2022 22:32:53.961         15955.913
                      23    25 Sep 2022 09:41:00.548    25 Sep 2022 14:04:50.727         15830.179
                      24    25 Sep 2022 18:02:48.980    25 Sep 2022 22:28:39.744         15950.764
                      25    26 Sep 2022 09:36:46.201    26 Sep 2022 14:00:41.597         15835.396
                      26    26 Sep 2022 17:58:39.933    26 Sep 2022 22:24:25.427         15945.494
                      27    27 Sep 2022 09:32:31.816    27 Sep 2022 13:56:32.499         15840.683
                      28    27 Sep 2022 17:54:31.060    27 Sep 2022 22:20:11.111         15940.052
                      29    28 Sep 2022 09:28:17.287    28 Sep 2022 13:52:23.380         15846.093
                      30    28 Sep 2022 17:50:22.332    28 Sep 2022 22:15:56.735         15934.403
                      31    29 Sep 2022 09:24:02.811    29 Sep 2022 13:48:14.395         15851.584
                      32    29 Sep 2022 17:46:13.789    29 Sep 2022 22:11:42.432         15928.643
                      33    30 Sep 2022 09:19:48.572    30 Sep 2022 13:44:05.598         15857.026
                      34    30 Sep 2022 17:42:05.430    30 Sep 2022 22:07:28.651         15923.222
                      35     1 Oct 2022 09:15:34.420     1 Oct 2022 13:39:56.918         15862.499
                      36     1 Oct 2022 17:37:57.110     1 Oct 2022 22:03:14.568         15917.457
                      37     2 Oct 2022 09:11:20.366     2 Oct 2022 13:35:48.319         15867.953
                      38     2 Oct 2022 17:33:48.680     2 Oct 2022 21:59:00.679         15911.999
                      39     3 Oct 2022 09:07:06.508     3 Oct 2022 13:31:39.833         15873.325
                      40     3 Oct 2022 17:29:40.178     3 Oct 2022 21:54:47.009         15906.831
                      41     4 Oct 2022 09:02:52.766     4 Oct 2022 13:27:31.295         15878.530
                      42     4 Oct 2022 17:25:31.464     4 Oct 2022 21:50:32.968         15901.505
                      43     5 Oct 2022 08:58:38.618     5 Oct 2022 13:23:22.520         15883.901
                      44     5 Oct 2022 17:21:22.466     5 Oct 2022 21:46:18.647         15896.182
                      45     6 Oct 2022 08:54:24.361     6 Oct 2022 13:19:13.595         15889.234
                      46     6 Oct 2022 17:17:13.315     6 Oct 2022 21:42:04.161         15890.846
                      47     7 Oct 2022 08:50:09.821     7 Oct 2022 13:15:04.472         15894.652
                      48     7 Oct 2022 17:13:04.081     7 Oct 2022 21:38:10.248         15906.167
                      49     8 Oct 2022 08:46:22.306     8 Oct 2022 13:11:08.356         15886.049
                      50     8 Oct 2022 17:09:08.103     8 Oct 2022 21:34:12.713         15904.610
                      51     9 Oct 2022 08:42:24.524     9 Oct 2022 13:07:05.456         15880.932
                      52     9 Oct 2022 17:05:05.640     9 Oct 2022 21:30:15.014         15909.374
                      53    10 Oct 2022 08:38:26.862    10 Oct 2022 13:03:02.646         15875.784
                      54    10 Oct 2022 17:01:03.409    10 Oct 2022 21:26:17.585         15914.176
                      55    11 Oct 2022 08:34:29.322    11 Oct 2022 12:58:59.958         15870.636
                      56    11 Oct 2022 16:57:01.417    11 Oct 2022 21:22:20.245         15918.828
                      57    12 Oct 2022 08:30:31.691    12 Oct 2022 12:54:57.328         15865.637
                      58    12 Oct 2022 16:52:59.493    12 Oct 2022 21:18:22.988         15923.495
                      59    13 Oct 2022 08:26:34.288    13 Oct 2022 12:50:54.834         15860.546
                      60    13 Oct 2022 16:48:57.688    13 Oct 2022 21:14:25.968         15928.280

Min Duration           1    14 Sep 2022 10:27:28.374    14 Sep 2022 14:50:24.050         15775.676
Max Duration           2    14 Sep 2022 18:48:23.149    14 Sep 2022 23:15:08.016         16004.867
Mean Duration                                                                            15891.489
Total Duration                                                                          953489.351


Xian-To-gps-svn73
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 09:57:00.203    14 Sep 2022 16:48:54.357         24714.154
                       2    15 Sep 2022 09:52:48.024    15 Sep 2022 16:44:38.310         24710.286
                       3    16 Sep 2022 09:48:35.813    16 Sep 2022 16:40:22.301         24706.488
                       4    17 Sep 2022 09:44:23.561    17 Sep 2022 16:36:06.348         24702.787
                       5    18 Sep 2022 09:40:11.204    18 Sep 2022 16:31:50.557         24699.354
                       6    19 Sep 2022 09:35:59.044    19 Sep 2022 16:27:34.333         24695.289
                       7    20 Sep 2022 09:31:46.519    20 Sep 2022 16:23:17.879         24691.360
                       8    21 Sep 2022 09:27:33.715    21 Sep 2022 16:19:01.403         24687.688
                       9    22 Sep 2022 09:23:20.918    22 Sep 2022 16:14:44.552         24683.634
                      10    23 Sep 2022 09:19:07.991    23 Sep 2022 16:10:27.851         24679.860
                      11    24 Sep 2022 09:14:54.966    24 Sep 2022 16:06:11.050         24676.084
                      12    25 Sep 2022 09:10:41.984    25 Sep 2022 16:01:54.684         24672.700
                      13    26 Sep 2022 09:06:29.663    26 Sep 2022 15:57:38.172         24668.509
                      14    27 Sep 2022 09:02:17.178    27 Sep 2022 15:53:22.110         24664.932
                      15    28 Sep 2022 08:58:05.129    28 Sep 2022 15:49:06.503         24661.374
                      16    29 Sep 2022 08:53:53.228    29 Sep 2022 15:44:51.077         24657.848
                      17    30 Sep 2022 08:49:41.612    30 Sep 2022 15:40:35.652         24654.040
                      18     1 Oct 2022 08:45:29.689     1 Oct 2022 15:36:20.672         24650.983
                      19     2 Oct 2022 08:41:18.084     2 Oct 2022 15:32:05.241         24647.157
                      20     3 Oct 2022 08:37:06.005     3 Oct 2022 15:27:49.207         24643.202
                      21     4 Oct 2022 08:32:53.631     4 Oct 2022 15:23:33.364         24639.733
                      22     5 Oct 2022 08:28:41.245     5 Oct 2022 15:19:16.828         24635.582
                      23     6 Oct 2022 08:24:28.447     6 Oct 2022 15:15:00.645         24632.198
                      24     7 Oct 2022 08:20:15.987     7 Oct 2022 15:10:44.253         24628.267
                      25     8 Oct 2022 08:16:03.504     8 Oct 2022 15:06:28.231         24624.727
                      26     9 Oct 2022 08:11:51.350     9 Oct 2022 15:02:12.625         24621.275
                      27    10 Oct 2022 08:07:39.462    10 Oct 2022 14:57:57.133         24617.671
                      28    11 Oct 2022 08:03:27.812    11 Oct 2022 14:53:42.720         24614.908
                      29    12 Oct 2022 07:59:16.786    12 Oct 2022 14:49:27.736         24610.949
                      30    13 Oct 2022 07:55:05.451    13 Oct 2022 14:45:13.139         24607.688

Min Duration          30    13 Oct 2022 07:55:05.451    13 Oct 2022 14:45:13.139         24607.688
Max Duration           1    14 Sep 2022 09:57:00.203    14 Sep 2022 16:48:54.357         24714.154
Mean Duration                                                                            24660.024
Total Duration                                                                          739800.730


Xian-To-gps-svn74
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 13:40:47.596    14 Sep 2022 20:16:31.264         23743.668
                       2    15 Sep 2022 13:36:37.483    15 Sep 2022 20:12:18.816         23741.333
                       3    16 Sep 2022 13:32:27.485    16 Sep 2022 20:08:05.984         23738.498
                       4    17 Sep 2022 13:28:17.523    17 Sep 2022 20:03:53.341         23735.818
                       5    18 Sep 2022 13:24:07.610    18 Sep 2022 19:59:41.003         23733.394
                       6    19 Sep 2022 13:19:58.058    19 Sep 2022 19:55:29.421         23731.363
                       7    20 Sep 2022 13:15:48.790    20 Sep 2022 19:51:16.465         23727.675
                       8    21 Sep 2022 13:11:38.763    21 Sep 2022 19:47:04.688         23725.925
                       9    22 Sep 2022 13:07:29.488    22 Sep 2022 19:42:52.451         23722.963
                      10    23 Sep 2022 13:03:19.909    23 Sep 2022 19:38:40.328         23720.419
                      11    24 Sep 2022 12:59:10.131    24 Sep 2022 19:34:28.331         23718.200
                      12    25 Sep 2022 12:55:00.476    25 Sep 2022 19:30:15.700         23715.224
                      13    26 Sep 2022 12:50:50.320    26 Sep 2022 19:26:03.108         23712.787
                      14    27 Sep 2022 12:46:40.154    27 Sep 2022 19:21:51.011         23710.857
                      15    28 Sep 2022 12:42:30.039    28 Sep 2022 19:17:38.041         23708.002
                      16    29 Sep 2022 12:38:19.910    29 Sep 2022 19:13:25.760         23705.850
                      17    30 Sep 2022 12:34:10.068    30 Sep 2022 19:09:13.143         23703.075
                      18     1 Oct 2022 12:30:00.108     1 Oct 2022 19:05:01.134         23701.026
                      19     2 Oct 2022 12:25:50.643     2 Oct 2022 19:00:49.095         23698.452
                      20     3 Oct 2022 12:21:41.245     3 Oct 2022 18:56:37.134         23695.889
                      21     4 Oct 2022 12:17:31.783     4 Oct 2022 18:52:25.276         23693.494
                      22     5 Oct 2022 12:13:22.471     5 Oct 2022 18:48:13.302         23690.831
                      23     6 Oct 2022 12:09:12.936     6 Oct 2022 18:44:01.498         23688.562
                      24     7 Oct 2022 12:05:03.502     7 Oct 2022 18:39:49.396         23685.894
                      25     8 Oct 2022 12:00:53.749     8 Oct 2022 18:35:37.355         23683.605
                      26     9 Oct 2022 11:56:43.843     9 Oct 2022 18:31:25.216         23681.373
                      27    10 Oct 2022 11:52:34.045    10 Oct 2022 18:27:13.407         23679.362
                      28    11 Oct 2022 11:48:24.301    11 Oct 2022 18:23:01.579         23677.278
                      29    12 Oct 2022 11:44:14.822    12 Oct 2022 18:18:49.416         23674.595
                      30    13 Oct 2022 11:40:05.163    13 Oct 2022 18:14:37.702         23672.539

Min Duration          30    13 Oct 2022 11:40:05.163    13 Oct 2022 18:14:37.702         23672.539
Max Duration           1    14 Sep 2022 13:40:47.596    14 Sep 2022 20:16:31.264         23743.668
Mean Duration                                                                            23707.265
Total Duration                                                                          711217.952


Xian-To-gps-svn75
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 05:14:07.849    14 Sep 2022 11:51:26.085         23838.236
                       2    15 Sep 2022 05:10:03.301    15 Sep 2022 11:47:21.099         23837.798
                       3    16 Sep 2022 05:05:59.004    16 Sep 2022 11:43:16.337         23837.333
                       4    17 Sep 2022 05:01:54.508    17 Sep 2022 11:39:11.571         23837.064
                       5    18 Sep 2022 04:57:50.133    18 Sep 2022 11:35:06.857         23836.724
                       6    19 Sep 2022 04:53:46.265    19 Sep 2022 11:31:02.445         23836.180
                       7    20 Sep 2022 04:49:42.612    20 Sep 2022 11:26:58.224         23835.612
                       8    21 Sep 2022 04:45:38.449    21 Sep 2022 11:22:53.630         23835.181
                       9    22 Sep 2022 04:41:34.076    22 Sep 2022 11:18:48.859         23834.783
                      10    23 Sep 2022 04:37:29.749    23 Sep 2022 11:14:44.070         23834.321
                      11    24 Sep 2022 04:33:25.228    24 Sep 2022 11:10:39.093         23833.865
                      12    25 Sep 2022 04:29:20.857    25 Sep 2022 11:06:34.096         23833.239
                      13    26 Sep 2022 04:25:15.715    26 Sep 2022 11:02:28.637         23832.922
                      14    27 Sep 2022 04:21:10.894    27 Sep 2022 10:58:23.293         23832.400
                      15    28 Sep 2022 04:17:05.368    28 Sep 2022 10:54:17.576         23832.207
                      16    29 Sep 2022 04:13:00.509    29 Sep 2022 10:50:12.308         23831.799
                      17    30 Sep 2022 04:08:55.664    30 Sep 2022 10:46:07.169         23831.505
                      18     1 Oct 2022 04:04:51.127     1 Oct 2022 10:42:02.322         23831.195
                      19     2 Oct 2022 04:00:46.643     2 Oct 2022 10:37:57.643         23831.000
                      20     3 Oct 2022 03:56:42.495     3 Oct 2022 10:33:53.124         23830.629
                      21     4 Oct 2022 03:52:37.902     4 Oct 2022 10:29:48.266         23830.363
                      22     5 Oct 2022 03:48:33.524     5 Oct 2022 10:25:43.522         23829.999
                      23     6 Oct 2022 03:44:29.151     6 Oct 2022 10:21:38.692         23829.541
                      24     7 Oct 2022 03:40:24.221     7 Oct 2022 10:17:33.437         23829.216
                      25     8 Oct 2022 03:36:19.418     8 Oct 2022 10:13:28.189         23828.770
                      26     9 Oct 2022 03:32:14.095     9 Oct 2022 10:09:22.588         23828.493
                      27    10 Oct 2022 03:28:09.033    10 Oct 2022 10:05:17.166         23828.132
                      28    11 Oct 2022 03:24:04.722    11 Oct 2022 10:01:12.243         23827.522
                      29    12 Oct 2022 03:19:59.203    12 Oct 2022 09:57:06.644         23827.441
                      30    13 Oct 2022 03:15:54.591    13 Oct 2022 09:53:01.705         23827.114
                      31    14 Oct 2022 03:11:50.330    14 Oct 2022 04:00:00.000          2889.670

Min Duration          31    14 Oct 2022 03:11:50.330    14 Oct 2022 04:00:00.000          2889.670
Max Duration           1    14 Sep 2022 05:14:07.849    14 Sep 2022 11:51:26.085         23838.236
Mean Duration                                                                            23156.782
Total Duration                                                                          717860.254


Xian-To-gps-svn76
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 05:58:12.924    14 Sep 2022 13:36:33.551         27500.627
                       2    15 Sep 2022 05:54:04.710    15 Sep 2022 13:32:25.601         27500.891
                       3    16 Sep 2022 05:49:56.306    16 Sep 2022 13:28:17.999         27501.693
                       4    17 Sep 2022 05:45:48.399    17 Sep 2022 13:24:10.472         27502.072
                       5    18 Sep 2022 05:41:40.613    18 Sep 2022 13:20:03.049         27502.436
                       6    19 Sep 2022 05:37:33.014    19 Sep 2022 13:15:55.181         27502.167
                       7    20 Sep 2022 05:33:25.014    20 Sep 2022 13:11:48.185         27503.171
                       8    21 Sep 2022 05:29:17.707    21 Sep 2022 13:07:41.421         27503.714
                       9    22 Sep 2022 05:25:10.721    22 Sep 2022 13:03:35.006         27504.285
                      10    23 Sep 2022 05:21:04.184    23 Sep 2022 12:59:28.568         27504.384
                      11    24 Sep 2022 05:16:57.425    24 Sep 2022 12:55:22.140         27504.715
                      12    25 Sep 2022 05:12:50.874    25 Sep 2022 12:51:15.700         27504.825
                      13    26 Sep 2022 05:08:43.889    26 Sep 2022 12:47:08.753         27504.864
                      14    27 Sep 2022 05:04:36.505    27 Sep 2022 12:43:01.678         27505.173
                      15    28 Sep 2022 05:00:28.941    28 Sep 2022 12:38:54.324         27505.383
                      16    29 Sep 2022 04:56:21.079    29 Sep 2022 12:34:46.837         27505.758
                      17    30 Sep 2022 04:52:13.069    30 Sep 2022 12:30:39.186         27506.117
                      18     1 Oct 2022 04:48:05.007     1 Oct 2022 12:26:31.265         27506.258
                      19     2 Oct 2022 04:43:56.818     2 Oct 2022 12:22:23.500         27506.682
                      20     3 Oct 2022 04:39:48.800     3 Oct 2022 12:18:16.352         27507.552
                      21     4 Oct 2022 04:35:41.595     4 Oct 2022 12:14:09.390         27507.795
                      22     5 Oct 2022 04:31:34.532     5 Oct 2022 12:10:02.924         27508.392
                      23     6 Oct 2022 04:27:27.978     6 Oct 2022 12:05:56.401         27508.423
                      24     7 Oct 2022 04:23:21.211     7 Oct 2022 12:01:50.340         27509.129
                      25     8 Oct 2022 04:19:14.916     8 Oct 2022 11:57:43.966         27509.050
                      26     9 Oct 2022 04:15:08.198     9 Oct 2022 11:53:37.554         27509.356
                      27    10 Oct 2022 04:11:01.371    10 Oct 2022 11:49:30.050         27508.679
                      28    11 Oct 2022 04:06:53.333    11 Oct 2022 11:45:22.870         27509.537
                      29    12 Oct 2022 04:02:45.672    12 Oct 2022 11:41:15.636         27509.964
                      30    13 Oct 2022 03:58:38.635    13 Oct 2022 11:37:08.840         27510.205
                      31    14 Oct 2022 03:54:30.467    14 Oct 2022 04:00:00.000           329.533

Min Duration          31    14 Oct 2022 03:54:30.467    14 Oct 2022 04:00:00.000           329.533
Max Duration          30    13 Oct 2022 03:58:38.635    13 Oct 2022 11:37:08.840         27510.205
Mean Duration                                                                            26629.124
Total Duration                                                                          825502.832


Xian-To-gps-svn77
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1    14 Sep 2022 11:50:50.761    14 Sep 2022 17:33:18.128         20547.367
                       2    14 Sep 2022 22:27:00.687    15 Sep 2022 00:37:41.904          7841.217
                       3    15 Sep 2022 11:46:50.838    15 Sep 2022 17:29:16.128         20545.291
                       4    15 Sep 2022 22:22:54.728    16 Sep 2022 00:33:42.115          7847.387
                       5    16 Sep 2022 11:42:50.839    16 Sep 2022 17:25:14.033         20543.193
                       6    16 Sep 2022 22:18:48.768    17 Sep 2022 00:29:42.444          7853.676
                       7    17 Sep 2022 11:38:50.878    17 Sep 2022 17:21:11.929         20541.052
                       8    17 Sep 2022 22:14:42.871    18 Sep 2022 00:25:42.956          7860.086
                       9    18 Sep 2022 11:34:51.034    18 Sep 2022 17:17:09.861         20538.827
                      10    18 Sep 2022 22:10:36.965    19 Sep 2022 00:21:43.760          7866.794
                      11    19 Sep 2022 11:30:51.396    19 Sep 2022 17:13:07.926         20536.529
                      12    19 Sep 2022 22:06:31.158    20 Sep 2022 00:17:44.764          7873.606
                      13    20 Sep 2022 11:26:51.985    20 Sep 2022 17:09:06.160         20534.175
                      14    20 Sep 2022 22:02:25.347    21 Sep 2022 00:13:46.066          7880.719
                      15    21 Sep 2022 11:22:52.785    21 Sep 2022 17:05:04.576         20531.792
                      16    21 Sep 2022 21:58:19.556    22 Sep 2022 00:09:47.430          7887.874
                      17    22 Sep 2022 11:18:53.802    22 Sep 2022 17:01:03.150         20529.347
                      18    22 Sep 2022 21:54:13.818    23 Sep 2022 00:05:48.873          7895.055
                      19    23 Sep 2022 11:14:54.871    23 Sep 2022 16:57:01.809         20526.938
                      20    23 Sep 2022 21:50:08.040    24 Sep 2022 00:01:50.202          7902.162
                      21    24 Sep 2022 11:10:55.917    24 Sep 2022 16:53:00.486         20524.570
                      22    24 Sep 2022 21:46:02.240    24 Sep 2022 23:57:51.346          7909.106
                      23    25 Sep 2022 11:06:56.814    25 Sep 2022 16:48:59.094         20522.280
                      24    25 Sep 2022 21:41:56.389    25 Sep 2022 23:53:52.097          7915.708
                      25    26 Sep 2022 11:02:57.341    26 Sep 2022 16:44:57.551         20520.210
                      26    26 Sep 2022 21:37:50.492    26 Sep 2022 23:49:52.545          7922.052
                      27    27 Sep 2022 10:58:57.776    27 Sep 2022 16:40:55.815         20518.040
                      28    27 Sep 2022 21:33:44.543    27 Sep 2022 23:45:52.558          7928.015
                      29    28 Sep 2022 10:54:57.742    28 Sep 2022 16:36:53.745         20516.003
                      30    28 Sep 2022 21:29:38.552    28 Sep 2022 23:41:52.241          7933.689
                      31    29 Sep 2022 10:50:57.305    29 Sep 2022 16:32:51.442         20514.137
                      32    29 Sep 2022 21:25:32.549    29 Sep 2022 23:37:51.855          7939.306
                      33    30 Sep 2022 10:46:56.731    30 Sep 2022 16:28:48.945         20512.214
                      34    30 Sep 2022 21:21:26.613    30 Sep 2022 23:33:51.405          7944.792
                      35     1 Oct 2022 10:42:56.077     1 Oct 2022 16:24:46.341         20510.264
                      36     1 Oct 2022 21:17:20.701     1 Oct 2022 23:29:51.214          7950.513
                      37     2 Oct 2022 10:38:55.593     2 Oct 2022 16:20:43.821         20508.228
                      38     2 Oct 2022 21:13:14.831     2 Oct 2022 23:25:51.432          7956.601
                      39     3 Oct 2022 10:34:55.391     3 Oct 2022 16:16:41.458         20506.067
                      40     3 Oct 2022 21:09:09.032     3 Oct 2022 23:21:52.035          7963.004
                      41     4 Oct 2022 10:30:55.562     4 Oct 2022 16:12:39.377         20503.815
                      42     4 Oct 2022 21:05:03.262     4 Oct 2022 23:17:52.982          7969.720
                      43     5 Oct 2022 10:26:56.043     5 Oct 2022 16:08:37.600         20501.557
                      44     5 Oct 2022 21:00:57.558     5 Oct 2022 23:13:53.916          7976.358
                      45     6 Oct 2022 10:22:56.723     6 Oct 2022 16:04:36.013         20499.290
                      46     6 Oct 2022 20:56:51.807     6 Oct 2022 23:09:54.901          7983.093
                      47     7 Oct 2022 10:18:57.376     7 Oct 2022 16:00:34.509         20497.133
                      48     7 Oct 2022 20:52:46.053     7 Oct 2022 23:05:55.518          7989.465
                      49     8 Oct 2022 10:14:57.824     8 Oct 2022 15:56:32.868         20495.044
                      50     8 Oct 2022 20:48:40.206     8 Oct 2022 23:01:55.761          7995.555
                      51     9 Oct 2022 10:10:57.901     9 Oct 2022 15:52:31.046         20493.144
                      52     9 Oct 2022 20:44:34.323     9 Oct 2022 22:57:55.496          8001.173
                      53    10 Oct 2022 10:06:57.660    10 Oct 2022 15:48:28.973         20491.312
                      54    10 Oct 2022 20:40:28.411    10 Oct 2022 22:53:54.945          8006.534
                      55    11 Oct 2022 10:02:57.098    11 Oct 2022 15:44:26.661         20489.562
                      56    11 Oct 2022 20:36:22.483    11 Oct 2022 22:49:54.144          8011.661
                      57    12 Oct 2022 09:58:56.312    12 Oct 2022 15:40:24.141         20487.830
                      58    12 Oct 2022 20:32:16.540    12 Oct 2022 22:45:53.348          8016.809
                      59    13 Oct 2022 09:54:55.372    13 Oct 2022 15:36:21.496         20486.124
                      60    13 Oct 2022 20:28:10.598    13 Oct 2022 22:41:52.657          8022.060

Min Duration           2    14 Sep 2022 22:27:00.687    15 Sep 2022 00:37:41.904          7841.217
Max Duration           1    14 Sep 2022 11:50:50.761    14 Sep 2022 17:33:18.128         20547.367
Mean Duration                                                                            14225.252
Total Duration                                                                          853515.124


Xian-To-gps-svn78
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       2    14 Sep 2022 14:40:57.705    14 Sep 2022 15:29:39.571          2921.867
                       3    15 Sep 2022 02:49:11.305    15 Sep 2022 08:50:47.766         21696.461
                       4    15 Sep 2022 14:36:48.584    15 Sep 2022 15:25:42.226          2933.642
                       5    16 Sep 2022 02:45:10.438    16 Sep 2022 08:46:45.288         21694.850
